2026-08-22 07:31:08.070 -04:00 [INF] dev env
2026-08-22 07:31:13.451 -04:00 [INF] Starting role seeding...
2026-08-22 07:31:13.503 -04:00 [INF] Role Admin already exists
2026-08-22 07:31:13.510 -04:00 [INF] Role Moderator already exists
2026-08-22 07:31:13.512 -04:00 [INF] Role seeding completed.
2026-08-22 07:31:13.515 -04:00 [INF] Checking for admin user: admin@frenzyzone.com
2026-08-22 07:31:13.787 -04:00 [INF] Admin user already exists: admin@frenzyzone.com
2026-08-22 07:31:13.872 -04:00 [INF] Test users already exist. Skipping test user seeding.
2026-08-22 07:52:32.316 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 2.8473 ms
2026-08-22 07:52:32.317 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 3.1562 ms
2026-08-22 07:52:32.334 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 21.2206 ms
2026-08-22 07:52:38.394 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 25.0193 ms
2026-08-22 07:52:41.119 -04:00 [INF] HTTP GET /Gamification responded 200 in 133.0602 ms
2026-08-22 07:52:41.135 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 2.5974 ms
2026-08-22 07:52:41.136 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 3.9865 ms
2026-08-22 07:52:41.154 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 22.1652 ms
2026-08-22 07:52:43.573 -04:00 [INF] HTTP GET /Gamification/Leaderboard responded 200 in 120.9035 ms
2026-08-22 07:52:43.594 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 3.7351 ms
2026-08-22 07:52:43.595 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 2.9797 ms
2026-08-22 07:52:43.615 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 23.9210 ms
2026-08-22 07:52:49.640 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 21.0523 ms
2026-08-22 07:52:51.586 -04:00 [INF] HTTP GET /Notifications responded 200 in 175.1186 ms
2026-08-22 07:52:51.605 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 5.0760 ms
2026-08-22 07:52:51.605 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 5.3396 ms
2026-08-22 07:52:51.626 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 27.2796 ms
2026-08-22 07:52:54.561 -04:00 [INF] HTTP GET /Chat/Rooms responded 200 in 156.4998 ms
2026-08-22 07:52:54.580 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 3.1820 ms
2026-08-22 07:52:54.580 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 2.7957 ms
2026-08-22 07:52:54.604 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 26.8634 ms
2026-08-22 07:52:56.326 -04:00 [INF] HTTP GET /Forum responded 200 in 213.6214 ms
2026-08-22 07:52:56.345 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 3.4054 ms
2026-08-22 07:52:56.345 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 3.5520 ms
2026-08-22 07:52:56.367 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 25.5401 ms
2026-08-22 07:52:57.944 -04:00 [INF] HTTP GET /Video responded 200 in 211.7195 ms
2026-08-22 07:52:57.975 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 18.1397 ms
2026-08-22 07:52:57.975 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 3.1242 ms
2026-08-22 07:52:57.997 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 40.2170 ms
2026-08-22 07:53:04.045 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 24.0409 ms
2026-08-22 07:53:10.041 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 21.1482 ms
2026-08-22 07:53:16.054 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 23.9593 ms
2026-08-22 07:53:22.047 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 25.3265 ms
2026-08-22 07:53:28.048 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 24.6752 ms
2026-08-22 07:53:34.046 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 24.2919 ms
2026-08-22 07:53:40.039 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 19.5591 ms
2026-08-22 07:53:46.051 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 28.9009 ms
2026-08-22 08:28:36.938 -04:00 [INF] dev env
2026-08-22 08:28:42.591 -04:00 [INF] Starting role seeding...
2026-08-22 08:28:42.647 -04:00 [INF] Role Admin already exists
2026-08-22 08:28:42.656 -04:00 [INF] Role Moderator already exists
2026-08-22 08:28:42.658 -04:00 [INF] Role seeding completed.
2026-08-22 08:28:42.664 -04:00 [INF] Checking for admin user: admin@frenzyzone.com
2026-08-22 08:28:42.943 -04:00 [INF] Admin user already exists: admin@frenzyzone.com
2026-08-22 08:28:43.044 -04:00 [INF] Test users already exist. Skipping test user seeding.
2026-08-22 08:28:43.053 -04:00 [INF] Likes and messages already exist. Skipping.
2026-08-22 08:28:43.123 -04:00 [INF] Subscription Status Updater Service is starting.
2026-08-22 08:28:43.317 -04:00 [WRN] Overriding address(es) 'http://localhost:9001'. Binding to endpoints defined via IConfiguration and/or UseKestrel() instead.
2026-08-22 08:28:44.099 -04:00 [WRN] Failed to determine the https port for redirect.
2026-08-22 08:28:44.612 -04:00 [WRN] Compiling a query which loads related collections for more than one collection navigation, either via 'Include' or through projection, but no 'QuerySplittingBehavior' has been configured. By default, Entity Framework will use 'QuerySplittingBehavior.SingleQuery', which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'.
2026-08-22 08:28:45.774 -04:00 [INF] HTTP GET /images/user.svg responded 404 in 9.8539 ms
2026-08-22 08:28:45.774 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 20.8925 ms
2026-08-22 08:28:45.808 -04:00 [INF] HTTP GET / responded 200 in 1720.5157 ms
2026-08-22 08:28:45.894 -04:00 [INF] HTTP GET /images/user.svg responded 404 in 10.9621 ms
2026-08-22 08:28:45.926 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 36.8346 ms
2026-08-22 08:28:52.148 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 179.4599 ms
2026-08-22 08:28:58.005 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 38.8331 ms
2026-08-22 08:29:03.999 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 31.8569 ms
2026-08-22 08:29:09.993 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 25.7167 ms
2026-08-22 08:29:15.996 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 29.3287 ms
2026-08-22 08:29:21.994 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 26.7373 ms
2026-08-22 08:29:27.996 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 28.4365 ms
2026-08-22 08:29:33.996 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 27.3029 ms
2026-08-22 08:29:39.989 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 22.6817 ms
2026-08-22 08:29:45.996 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 29.3435 ms
2026-08-22 08:29:51.994 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 27.0463 ms
2026-08-22 08:29:57.997 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 27.7268 ms
2026-08-22 08:30:03.997 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 26.6141 ms
2026-08-22 08:30:09.995 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 22.8176 ms
2026-08-22 08:30:15.994 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 26.2804 ms
2026-08-22 08:30:21.998 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 27.9106 ms
2026-08-22 08:30:27.993 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 28.6968 ms
2026-08-22 08:30:33.996 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 28.5344 ms
2026-08-22 08:30:39.993 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 22.9930 ms
2026-08-22 08:30:46.000 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 27.4678 ms
2026-08-22 08:30:51.999 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 26.6948 ms
2026-08-22 08:30:57.987 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 28.6015 ms
2026-08-22 08:31:03.988 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 25.0556 ms
2026-08-22 08:31:09.979 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 19.2740 ms
2026-08-22 08:31:15.989 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 29.7986 ms
2026-08-22 08:31:21.998 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 24.8982 ms
2026-08-22 08:31:27.997 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 25.6414 ms
2026-08-22 08:31:33.987 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 27.0603 ms
2026-08-22 08:31:39.981 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 23.1794 ms
2026-08-22 08:31:45.989 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 30.0221 ms
2026-08-22 08:31:51.988 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 27.9044 ms
2026-08-22 08:31:57.987 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 28.2841 ms
2026-08-22 08:32:03.987 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 26.0593 ms
2026-08-22 08:32:09.981 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 20.5053 ms
2026-08-22 08:32:15.985 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 23.6998 ms
2026-08-22 08:32:21.990 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 30.2255 ms
2026-08-22 08:32:27.987 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 24.9468 ms
2026-08-22 08:32:33.985 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 24.5112 ms
2026-08-22 08:32:39.983 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 21.5376 ms
2026-08-22 08:32:45.986 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 24.1602 ms
2026-08-22 08:32:51.984 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 23.0783 ms
2026-08-22 08:32:57.975 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 18.9307 ms
2026-08-22 08:32:58.035 -04:00 [INF] AuthenticationScheme: Identity.External signed out.
2026-08-22 08:32:58.321 -04:00 [INF] HTTP GET /Account/Login responded 200 in 384.5236 ms
2026-08-22 08:32:58.340 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 3.8640 ms
2026-08-22 08:32:58.344 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 6.1407 ms
2026-08-22 08:33:01.037 -04:00 [INF] AuthenticationScheme: Identity.Application signed in.
2026-08-22 08:33:01.041 -04:00 [INF] User admin logged in.
2026-08-22 08:33:01.048 -04:00 [INF] HTTP POST /Account/Login responded 302 in 309.0065 ms
2026-08-22 08:33:01.143 -04:00 [WRN] Compiling a query which loads related collections for more than one collection navigation, either via 'Include' or through projection, but no 'QuerySplittingBehavior' has been configured. By default, Entity Framework will use 'QuerySplittingBehavior.SingleQuery', which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'.
2026-08-22 08:33:01.338 -04:00 [INF] HTTP GET / responded 200 in 276.5123 ms
2026-08-22 08:33:01.358 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 4.9320 ms
2026-08-22 08:33:01.358 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 4.3266 ms
2026-08-22 08:33:01.370 -04:00 [INF] HTTP GET /images/user.svg responded 404 in 5.0335 ms
2026-08-22 08:33:01.425 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 72.2867 ms
2026-08-22 08:33:07.422 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 22.1531 ms
2026-08-22 08:33:13.423 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 23.8855 ms
2026-08-22 08:33:15.279 -04:00 [INF] HTTP GET /Admin responded 200 in 362.7111 ms
2026-08-22 08:33:15.302 -04:00 [INF] HTTP GET /css/admin.css responded 304 in 6.7422 ms
2026-08-22 08:33:15.321 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 26.2814 ms
2026-08-22 08:33:31.177 -04:00 [INF] HTTP GET /Admin/Role responded 200 in 83.8342 ms
2026-08-22 08:33:31.222 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 29.0088 ms
2026-08-22 08:34:00.162 -04:00 [INF] HTTP GET /Admin/Modules responded 200 in 83.1782 ms
2026-08-22 08:34:00.203 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 25.2199 ms
2026-08-22 08:34:49.858 -04:00 [INF] HTTP GET /Admin/Modules responded 200 in 46.5217 ms
2026-08-22 08:34:49.899 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 27.2069 ms
2026-08-22 08:35:03.503 -04:00 [INF] HTTP GET / responded 200 in 259.1548 ms
2026-08-22 08:35:03.523 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 3.8312 ms
2026-08-22 08:35:03.543 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 6.6694 ms
2026-08-22 08:35:03.545 -04:00 [INF] HTTP GET /images/user.svg responded 404 in 7.2919 ms
2026-08-22 08:35:03.550 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 30.1937 ms
2026-08-22 08:35:09.611 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 22.1345 ms
2026-08-22 08:35:15.613 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 25.4352 ms
2026-08-22 08:35:21.609 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 21.0187 ms
2026-08-22 08:35:27.614 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 23.7488 ms
2026-08-22 08:35:33.613 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 22.0600 ms
2026-08-22 08:35:39.613 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 21.9510 ms
2026-08-22 08:35:45.616 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 25.4228 ms
2026-08-22 08:35:51.617 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 23.8148 ms
2026-08-22 08:35:57.606 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 16.3622 ms
2026-08-22 08:35:59.739 -04:00 [WRN] Compiling a query which loads related collections for more than one collection navigation, either via 'Include' or through projection, but no 'QuerySplittingBehavior' has been configured. By default, Entity Framework will use 'QuerySplittingBehavior.SingleQuery', which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'.
2026-08-22 08:36:00.092 -04:00 [INF] HTTP GET /Discover responded 200 in 395.9280 ms
2026-08-22 08:36:00.139 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 25.2018 ms
2026-08-22 08:36:00.146 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 7.0004 ms
2026-08-22 08:36:00.164 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 51.4982 ms
2026-08-22 08:36:00.178 -04:00 [INF] HTTP GET /images/user.svg responded 404 in 64.0874 ms
2026-08-22 08:36:04.095 -04:00 [INF] HTTP GET /Members/Details/Susan responded 200 in 227.0382 ms
2026-08-22 08:36:04.113 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 3.2342 ms
2026-08-22 08:36:04.113 -04:00 [INF] HTTP GET /images/user.svg responded 404 in 3.4157 ms
2026-08-22 08:36:04.122 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 2.5932 ms
2026-08-22 08:36:04.140 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 30.3792 ms
2026-08-22 08:36:10.180 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 19.1296 ms
2026-08-22 08:36:16.191 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 18.4587 ms
2026-08-22 08:36:21.698 -04:00 [INF] AuthenticationScheme: Identity.External signed out.
2026-08-22 08:36:21.820 -04:00 [INF] HTTP GET /Account/Login responded 200 in 141.3042 ms
2026-08-22 08:36:22.044 -04:00 [INF] AuthenticationScheme: Identity.Application signed in.
2026-08-22 08:36:22.046 -04:00 [INF] User admin logged in.
2026-08-22 08:36:22.047 -04:00 [INF] HTTP POST /Account/Login responded 302 in 147.0808 ms
2026-08-22 08:36:22.174 -04:00 [INF] HTTP GET / responded 200 in 124.5836 ms
2026-08-22 08:36:22.192 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 14.7065 ms
2026-08-22 08:36:22.362 -04:00 [INF] HTTP GET / responded 200 in 129.5613 ms
2026-08-22 08:36:22.686 -04:00 [INF] HTTP GET /Vip responded 200 in 259.1040 ms
2026-08-22 08:36:28.197 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 21.9195 ms
2026-08-22 08:36:34.184 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 21.1662 ms
2026-08-22 08:36:40.192 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 26.9755 ms
2026-08-22 08:36:46.186 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 22.2805 ms
2026-08-22 08:36:52.196 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 20.2432 ms
2026-08-22 08:36:58.182 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 20.4567 ms
2026-08-22 08:37:04.188 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 21.1148 ms
2026-08-22 08:37:10.186 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 20.6652 ms
2026-08-22 08:37:16.185 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 22.0095 ms
2026-08-22 08:37:22.188 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 21.4461 ms
2026-08-22 08:37:28.186 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 23.0264 ms
2026-08-22 08:37:34.187 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 22.2630 ms
2026-08-22 08:37:35.743 -04:00 [INF] HTTP GET /Admin responded 200 in 47.3634 ms
2026-08-22 08:37:35.812 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 48.3575 ms
2026-08-22 08:37:40.725 -04:00 [INF] HTTP GET /Admin/TemplateNav responded 200 in 172.2757 ms
2026-08-22 08:37:40.753 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 24.9044 ms
2026-08-22 08:38:51.172 -04:00 [INF] HTTP GET /Admin/Templates responded 200 in 96.4628 ms
2026-08-22 08:38:51.219 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 28.7810 ms
2026-08-22 08:38:53.092 -04:00 [INF] HTTP POST /Admin/Templates/SetActive responded 302 in 103.9425 ms
2026-08-22 08:38:53.146 -04:00 [INF] HTTP GET /Admin/Templates responded 200 in 45.6125 ms
2026-08-22 08:38:53.210 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 48.4529 ms
2026-08-22 08:38:55.470 -04:00 [INF] HTTP GET /Admin/TemplateNav responded 200 in 60.5836 ms
2026-08-22 08:38:55.514 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 25.2118 ms
2026-08-22 08:39:30.888 -04:00 [INF] HTTP GET / responded 200 in 202.8167 ms
2026-08-22 08:39:30.910 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 5.2397 ms
2026-08-22 08:39:30.911 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 4.8529 ms
2026-08-22 08:39:30.933 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 27.8657 ms
2026-08-22 08:39:36.979 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 22.3603 ms
2026-08-22 08:39:42.984 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 14.6460 ms
2026-08-22 08:39:43.130 -04:00 [INF] HTTP GET /Vip responded 200 in 161.7349 ms
2026-08-22 08:39:43.150 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 3.4230 ms
2026-08-22 08:39:43.150 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 2.7923 ms
2026-08-22 08:39:43.179 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 31.5647 ms
2026-08-22 08:39:49.229 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 24.2942 ms
2026-08-22 08:39:55.229 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 21.9720 ms
2026-08-22 08:40:01.228 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 20.9548 ms
2026-08-22 08:40:07.230 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 23.4943 ms
2026-08-22 08:40:13.228 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 21.4310 ms
2026-08-22 08:40:19.226 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 21.1242 ms
2026-08-22 08:40:25.222 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 25.4495 ms
2026-08-22 08:40:27.659 -04:00 [INF] HTTP POST /Home/SetCurrency responded 302 in 121.0073 ms
2026-08-22 08:40:27.855 -04:00 [INF] HTTP GET /Vip responded 200 in 184.7918 ms
2026-08-22 08:40:27.880 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 7.3099 ms
2026-08-22 08:40:27.880 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 6.1811 ms
2026-08-22 08:40:27.905 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 32.0284 ms
2026-08-22 08:40:33.946 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 20.1936 ms
2026-08-22 08:40:39.947 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 21.8212 ms
2026-08-22 08:40:45.946 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 22.2687 ms
2026-08-22 08:40:51.945 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 20.7596 ms
2026-08-22 08:40:53.410 -04:00 [INF] HTTP POST /Home/SetCurrency responded 302 in 7.9301 ms
2026-08-22 08:40:53.590 -04:00 [INF] HTTP GET /Vip responded 200 in 171.9305 ms
2026-08-22 08:40:53.615 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 5.1697 ms
2026-08-22 08:40:53.617 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 5.0399 ms
2026-08-22 08:40:53.635 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 25.1314 ms
2026-08-22 08:40:58.362 -04:00 [INF] HTTP POST /Home/SetCurrency responded 302 in 4.3533 ms
2026-08-22 08:40:58.535 -04:00 [INF] HTTP GET /Vip responded 200 in 164.5095 ms
2026-08-22 08:40:58.558 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 3.5777 ms
2026-08-22 08:40:58.559 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 4.3128 ms
2026-08-22 08:40:58.590 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 35.2194 ms
2026-08-22 08:41:04.627 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 16.6729 ms
2026-08-22 08:41:10.630 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 19.4484 ms
2026-08-22 08:41:16.632 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 22.4162 ms
2026-08-22 08:41:22.630 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 20.1807 ms
2026-08-22 08:41:28.632 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 20.6232 ms
2026-08-22 08:41:34.627 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 19.0283 ms
2026-08-22 08:41:40.627 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 18.3311 ms
2026-08-22 08:41:46.626 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 20.6832 ms
2026-08-22 08:41:52.626 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 22.4090 ms
2026-08-22 08:41:58.634 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 22.7965 ms
2026-08-22 08:42:04.629 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 19.4135 ms
2026-08-22 08:42:10.634 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 21.8781 ms
2026-08-22 08:42:16.636 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 21.4675 ms
2026-08-22 08:42:22.634 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 19.6650 ms
2026-08-22 08:42:28.635 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 21.8260 ms
2026-08-22 08:42:34.620 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 15.7697 ms
2026-08-22 08:42:40.637 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 22.5261 ms
2026-08-22 08:42:46.637 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 21.9976 ms
2026-08-22 08:42:52.637 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 21.2774 ms
2026-08-22 08:42:58.637 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 19.8197 ms
2026-08-22 08:43:04.625 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 20.6588 ms
2026-08-22 08:43:10.641 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 22.5261 ms
2026-08-22 08:43:16.638 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 22.2864 ms
2026-08-22 08:43:22.626 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 22.4570 ms
2026-08-22 08:43:28.640 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 23.9685 ms
2026-08-22 08:43:34.636 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 19.0502 ms
2026-08-22 08:43:40.644 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 24.4235 ms
